,SITE_ID,VISIT_NO,chl,tn,tp,avg_temp,INDEX_LON_DD,INDEX_LAT_DD,INDEX_SITE_DEPTH,PERMANENT_IDENTIFIER,temp_bin,depth_bin,specific_lake_bin,log_tp_z,log_tn_z,log_eutro,eutro_bin,eutro_binf,tn_tp,P_limitation,crit_ratio,est_tn_tp,index_site_depth,NEI
2996,NLA12_WI-138,1,10.7,530,17,23.53333333,-90.44115,45.19406,7.5,74715285,3,4,2372,-0.666604112,-0.296656911,-0.481630511,2,2,31.17647059,0.841333333,17.73444814,28.14458671,7.5,-0.481630511
2997,NLA12_WI-106,1,7.43,680,24,23.43333333,-90.659699,45.762525,7.2,77358738,2,4,2436,-0.403007335,-0.025047603,-0.214027469,3,3,28.33333333,0.929,17.80788158,26.62453025,7.666666667,-0.171164687
2998,NLA12_WI-176,1,2.81,410,10,21.6,-87.91347,45.41927,14.2,75475963,2,5,2402,-1.072217438,-0.576444559,-0.824330998,1,1,41,0.888333333,19.86719408,34.11911349,14.2,-0.824330998
2999,NLA12_WI-170,1,11.9,600,21,19.76666667,-89.162,45.57698,6.3,70336165,1,3,2329,-0.505079006,-0.161457396,-0.333268201,2,2,28.57142857,0.833333333,17.1519183,26.50134706,6.3,-0.333268201
3000,NLA12_WY-151,1,2.96,199,30,13.655,-106.2583,41.20305,17.3,154883814,1,5,1578,-0.232435945,-1.364249464,-0.798342705,2,2,6.633333333,0.014,20.52694027,9.621864408,17.3,-0.798342705
3001,NLA12_WI-173,1,77.8,900,86,19.66,-90.09147,43.61047,4,157076137,1,3,1686,0.572594015,0.280441157,0.426517586,4,4,10.46511628,0.011,17.73444814,9.781974083,7.5,-0.01748159
3002,NLA12_WI-188,1,89.7,2660,217,19.18,-88.94181,42.73202,2.8,143250746,1,2,1093,1.280086382,1.461503467,1.370794924,5,5,12.25806452,0.185,14.94047074,11.93281589,3.25,1.037562267
3003,NLA12_OR-167,1,20.68571429,480,117,16.975,-123.92776,46.09828,5.2,144657736,1,3,1143,0.80789733,-0.404651719,0.201622805,4,4,4.102564103,0.007666667,16.51079375,6.794118467,5.2,0.201622805
3004,NLA12_WI-142,1,14.7,1180,36,11.36,-90.36765,46.25151,4.1,73028813,1,3,2354,-0.093068972,0.575655832,0.24129343,4,4,32.77777778,0.925,15.71671209,29.14696377,4.1,0.24129343
3005,NLA12_WI-153,1,146,2160,155,13.66,-92.07105,44.434367,2.4,76247940,1,2,2426,1.022886312,1.234575953,1.128731132,5,5,13.93548387,0.039666667,14.55977306,9.083585865,2.9,0.926797422
3006,NLA12_WI-183,1,5.77,370,9,14,-90.98558,46.18221,13.7,74923869,1,5,2375,-1.152755233,-0.688322798,-0.920539015,1,1,41.11111111,0.895333333,19.74742903,34.45921092,13.7,-0.920539015
3007,NLA12_WI-174,1,13.9,680,27,12.66666667,-89.848558,46.253953,7.7,69883804,1,4,2293,-0.31297374,-0.025047603,-0.169010671,3,3,25.18518519,0.726,17.82237655,24.42931823,7.7,-0.169010671
3008,NLA12_WI-157,1,25.5,730,35,17.33333333,-90.96032,43.53898,5.7,122935415,1,3,494,-0.114602849,0.052279568,-0.031161641,3,3,20.85714286,0.660666667,16.81753076,21.24454038,5.7,-0.031161641
3009,NLA06608-0001,1,0.24,151,6,16.3,-114.0218399,48.97902855,8.3,133435083,1,4,836,-1.462693595,-1.665076934,-1.563885264,1,1,25.16666667,0.723666667,18.07307564,24.04695074,8.3,-1.563885264
3010,NLA06608-0002,1,3.84,695,36,22.218,-79.98379054,33.03606404,2.3,60892263,2,1,2179,-0.093068972,-0.001267984,-0.047168478,3,3,19.30555556,0.921,13.42790055,19.53066019,2.066666667,-0.135061059
3011,NLA06608-0002,2,20.88,469,22,24.83333333,-79.98379054,33.03606404,1.3,60892263,3,1,2179,-0.46951901,-0.429918215,-0.449718613,2,2,21.31818182,0.921,13.42790055,19.53066019,2.066666667,-0.135061059
3012,NLA06608-0003,1,16.96,738,43,29.96,-97.85986605,28.04774206,2.5,128814940,5,2,685,0.042750885,0.064158224,0.053454554,3,3,17.1627907,0.757,13.99638991,17.91924707,2.45,0.118520899
3013,NLA06608-0003,2,12.86,843,50,29.63333333,-97.85986605,28.04774206,2.4,128814940,5,2,685,0.158040212,0.209134275,0.183587243,4,4,16.86,0.757,13.99638991,17.91924707,2.45,0.118520899
3014,NLA06608-0004,1,4.6,344,18,20.56666667,-108.4045832,37.41662013,6.3,82523636,1,3,2514,-0.622912102,-0.76773117,-0.695321636,2,2,19.11111111,0.508,16.95157515,17.55220659,5.933333333,-0.295319342
3015,NLA06608-0004,2,14.72,596,46,18.76666667,-108.4045832,37.41662013,6,82523636,1,3,2514,0.094303138,-0.16874743,-0.037222146,3,3,12.95652174,0.508,16.95157515,17.55220659,5.933333333,-0.295319342
3016,NLA06608-0006,1,4.08,184,7,25.23333333,-73.1465177,41.68314624,25.3,122956184,3,5,496,-1.344860498,-1.449660456,-1.397260477,1,1,26.28571429,0.708333333,21.62585255,24.88583898,24.0375,-1.215637924
3017,NLA06608-0006,2,3.22,223,4,24.46666667,-73.1465177,41.68314624,23.8,122956184,3,5,496,-1.772631957,-1.240150896,-1.506391427,1,1,55.75,0.708333333,21.62585255,24.88583898,24.0375,-1.215637924
3018,NLA06608-0007,1,2.43,493,8,25.66666667,-92.04001797,45.58064546,19.2,151949373,4,5,1494,-1.242788827,-0.375527423,-0.809158125,1,1,61.625,1,20.85764719,56.14401251,19.1,-0.818580971
3019,NLA06608-0007,2,4.09,523,7,23.5,-92.04001797,45.58064546,19,151949373,2,5,1494,-1.344860498,-0.311147137,-0.828003818,1,1,74.71428571,1,20.85764719,56.14401251,19.1,-0.818580971
3020,NLA06608-0008,1,30.24,801,66,27.26666667,-93.59040488,41.29211104,5.5,133534596,4,3,840,0.370262482,0.153436086,0.261849284,4,4,12.13636364,0.405666667,16.69819354,16.26121468,5.5,0.471644331
3021,NLA06608-0008,2,148.2,1525,79,28.26666667,-93.59040488,41.29211104,5.5,133534596,5,3,840,0.507696705,0.85518205,0.681439378,4,4,19.30379747,0.405666667,16.69819354,16.26121468,5.5,0.471644331
3022,NLA06608-0010,1,4.38,473,10,23.8,-83.50588771,42.61823014,11.8,145331081,3,5,1197,-1.072217438,-0.420662483,-0.74643996,2,2,47.3,0.999,19.07052899,39.15995934,11.1875,-0.611590757
3023,NLA06608-0010,2,3.33,485,10,24.66666667,-83.50588771,42.61823014,11,145331081,3,4,1197,-1.072217438,-0.393357774,-0.732787606,2,2,48.5,0.999,19.07052899,39.15995934,11.1875,-0.611590757
3024,NLA06608-0012,1,4.9,1026,159,26.71666667,-96.87178731,35.99078823,3.5,148003559,4,2,1337,1.042362577,0.423243086,0.732802831,4,4,6.452830189,0.001,14.99148069,7.703764963,3.3,0.696190735
3025,NLA06608-0012,2,21.28,1052,142,24.10333333,-96.87178731,35.99078823,3.4,148003559,3,2,1337,0.955926175,0.450517131,0.703221653,4,4,7.408450704,0.001,14.99148069,7.703764963,3.3,0.696190735
3026,NLA06608-0013,1,16.03,384,28,25.1,-74.56255123,39.97428032,2.3,167668339,3,1,1714,-0.285174238,-0.647846042,-0.46651014,2,2,13.71428571,0.11,14.70076811,11.49776941,3.025,-0.422666844
3027,NLA06608-0013,2,8.8,264,20,22.66,-74.56255123,39.97428032,2.3,167668339,2,1,1714,-0.542374308,-1.05620792,-0.799291114,2,2,13.2,0.11,14.70076811,11.49776941,3.025,-0.422666844
3028,NLA06608-0014,1,8.75,4147,175,21.56,-100.5756807,47.83492738,1.7,144411551,2,1,1133,1.115654801,1.945463866,1.530559333,5,5,23.69714286,0.977,12.77535701,24.12386354,1.7,1.550140317
3029,NLA06608-0014,2,20.52,4456,175,18.1,-100.5756807,47.83492738,1.7,144411551,1,1,1133,1.115654801,2.023787802,1.569721302,5,5,25.46285714,0.977,12.77535701,24.12386354,1.7,1.550140317
3030,NLA06608-0015,1,20,470,109,24.1,-107.2747938,33.0071076,7,138277543,3,4,973,0.75375775,-0.427596902,0.163080424,3,3,4.311926606,0,17.23053574,5.703474186,6.45,0.114044128
3031,NLA06608-0015,2,13.65,423,98,25.5,-107.2747938,33.0071076,5.9,138277543,3,3,973,0.672440351,-0.542424685,0.065007833,3,3,4.316326531,0,17.23053574,5.703474186,6.45,0.114044128
3032,NLA06608-0016,1,13,490,6,23.53333333,-100.7797567,41.03025217,6.3,137016741,3,3,950,-1.462693595,-0.382179667,-0.922436631,1,1,81.66666667,0.934333333,17.18708796,25.81014183,6.366666667,-0.256277418
3033,NLA06608-0016,2,16.64,704,39,24,-100.7797567,41.03025217,6.8,137016741,3,4,950,-0.031884162,0.012754658,-0.009564752,3,3,18.05128205,0.934333333,17.18708796,25.81014183,6.366666667,-0.256277418
3034,NLA06608-0019,1,4.03,7047,801,22.9,-99.51185877,46.36688788,1.2,146592916,2,1,1255,2.278367638,2.523323804,2.400845721,5,5,8.797752809,0.068333333,12.4124019,9.153617993,1.525,2.331350742
3035,NLA06608-0019,2,44.26,6578,1376,21.23333333,-99.51185877,46.36688788,1,146592916,2,1,1255,2.691966535,2.448264068,2.570115301,5,5,4.780523256,0.068333333,12.4124019,9.153617993,1.525,2.331350742
3036,NLA06608-0020,1,20.24,605,30,25.03333333,-87.81380832,39.40817838,14.9,155469252,3,5,1629,-0.232435945,-0.152412897,-0.192424421,3,3,20.16666667,0.586666667,20.05772956,21.70552308,15.03333333,-0.300888508
3037,NLA06608-0020,2,13.03,466,20,26.86666667,-87.81380832,39.40817838,13.7,155469252,4,5,1629,-0.542374308,-0.436911967,-0.489643137,2,2,23.3,0.586666667,20.05772956,21.70552308,15.03333333,-0.300888508
3038,NLA06608-0021,1,2.29,390,7,24.46,-77.3095481,42.77191973,53,87961872,3,5,2585,-1.344860498,-0.630948713,-0.987904605,1,1,55.71428571,0.958,24.57453072,38.41271532,58.1,-0.901318603
3039,NLA06608-0021,2,3.95,463,11,23.5,-77.3095481,42.77191973,46.3,87961872,2,5,2585,-0.99936214,-0.443950889,-0.721656514,2,2,42.09090909,0.958,24.57453072,38.41271532,58.1,-0.901318603
3040,NLA06608-0023,1,2.78,349,12,29.23333333,-97.745332,31.14849172,3,68302503,5,2,2277,-0.932850465,-0.752004261,-0.842427363,1,1,29.08333333,0.966333333,14.60355276,22.04729989,2.93825,-0.60678027
3041,NLA06608-0023,2,2.82,562,24,27.6,-97.745332,31.14849172,2.8,68302503,4,2,2277,-0.403007335,-0.232764278,-0.317885806,2,2,23.41666667,0.966333333,14.60355276,22.04729989,2.93825,-0.60678027
3042,NLA06608-0024,1,44.15,860,35,27.7,-95.48843409,32.1220497,12.9,114017467,4,5,275,-0.114602849,0.230893719,0.058145435,3,3,24.57142857,0.796666667,18.78354738,23.6023672,10.26666667,-0.017521781
3043,NLA06608-0024,2,25.4,943,29,32.6,-95.48843409,32.1220497,10.5,114017467,5,4,275,-0.258350361,0.331306389,0.036478014,3,3,32.51724138,0.796666667,18.78354738,23.6023672,10.26666667,-0.017521781
3044,NLA06608-0025,1,1.3,195,10,27.2,-81.34573084,35.20132137,8,142754717,4,4,1062,-1.072217438,-1.386379278,-1.229298358,1,1,19.5,0.718333333,17.55132905,21.6451338,7.1,-1.594660476
3045,NLA06608-0025,2,1.83,97,4,27.63333333,-81.34573084,35.20132137,6.2,142754717,4,3,1062,-1.772631957,-2.147413229,-1.960022593,1,1,24.25,0.718333333,17.55132905,21.6451338,7.1,-1.594660476
3046,NLA06608-0029,1,123.12,2106,247,24.625,-75.21503793,38.75601051,1.7,88097834,3,1,2595,1.379069555,1.206983189,1.293026372,5,5,8.526315789,0.476,11.74802388,11.99306031,1.25,1.217548177
3047,NLA06608-0029,2,106.8,2146,162,27.45,-75.21503793,38.75601051,0.8,88097834,4,1,2595,1.056650882,1.22748908,1.142069981,5,5,13.24691358,0.476,11.74802388,11.99306031,1.25,1.217548177
3048,NLA06608-0031,1,5.26,428,32,24.2,-81.51745185,39.77645357,4.9,57117207,3,3,2105,-0.183102567,-0.52961777,-0.356360169,2,2,13.375,0.494333333,16.95157515,17.31632241,5.933333333,-0.453413054
3049,NLA06608-0031,2,8.5,394,24,25.66666667,-81.51745185,39.77645357,4.8,57117207,4,3,2105,-0.403007335,-0.619827637,-0.511417486,2,2,16.41666667,0.494333333,16.95157515,17.31632241,5.933333333,-0.453413054
3050,NLA06608-0033,1,8.92,835,67,20.43333333,-121.2990598,47.31108363,1.4,62,1,1,2203,0.381757466,0.198742245,0.290249855,4,4,12.46268657,0.606666667,12.57280488,14.20082851,1.6,-0.02552111
3051,NLA06608-0033,2,4.84,440,32,14.475,-121.2990598,47.31108363,1.8,62,1,1,2203,-0.183102567,-0.499481585,-0.341292076,2,2,13.75,0.606666667,12.57280488,14.20082851,1.6,-0.02552111
3052,NLA06608-0036,1,5.07,178,8,30.03333333,-88.32737922,37.47735404,5,40199671,5,3,1853,-1.242788827,-1.485791586,-1.364290207,1,1,22.25,0.878333333,16.37975394,24.18874828,5,-1.259221575
3053,NLA06608-0036,2,3.02,241,9,30.36666667,-88.32737922,37.47735404,5,40199671,5,3,1853,-1.152755233,-1.155550653,-1.154152943,1,1,26.77777778,0.878333333,16.37975394,24.18874828,5,-1.259221575
3054,NLA06608-0037,1,8.02,239,14,25.33333333,-73.36398551,41.69699293,13,122986126,3,5,503,-0.815017368,-1.164632838,-0.989825103,1,1,17.07142857,0.512666667,19.48101538,20.38153045,12.65,-0.895393898
3055,NLA06608-0037,2,5.26,338,14,23.4,-73.36398551,41.69699293,12.3,122986126,2,5,503,-0.815017368,-0.786908016,-0.800962692,2,2,24.14285714,0.512666667,19.48101538,20.38153045,12.65,-0.895393898
3056,NLA06608-0038,1,4.33,158,4,20.26666667,-71.86971736,44.79759122,11.3,63,1,4,2213,-1.772631957,-1.615689899,-1.694160928,1,1,39.5,0.993333333,19.42776983,41.28520955,12.45,-1.917953603
3057,NLA06608-0038,2,2.07,113,2,20.5,-71.86971736,44.79759122,13.6,63,1,5,2213,-2.302475087,-1.981017469,-2.141746278,1,1,56.5,0.993333333,19.42776983,41.28520955,12.45,-1.917953603
3058,NLA06608-0041,1,0.88,476,2,24.79333333,-80.85405519,38.22694093,43,120022215,3,5,354,-2.302475087,-0.413771906,-1.358123496,1,1,238,1,22.67109111,98.95072281,32.86666667,-1.384558118
3059,NLA06608-0041,2,1.14,370,2,26.65,-80.85405519,38.22694093,33,120022215,4,5,354,-2.302475087,-0.688322798,-1.495398942,1,1,185,1,22.67109111,98.95072281,32.86666667,-1.384558118
3060,NLA06608-0042,1,2.21,213,15,13.13333333,-107.0403753,44.45823517,13.6,75402109,1,5,2393,-0.762279075,-1.290153057,-1.026216066,1,1,14.2,0.504,19.75960058,20.59208361,13.75,-1.337207317
3061,NLA06608-0042,2,1.28,147,5,18,-107.0403753,44.45823517,13.9,75402109,1,5,2393,-1.602060568,-1.694336569,-1.648198568,1,1,29.4,0.504,19.75960058,20.59208361,13.75,-1.337207317
3062,NLA06608-0043,1,5.41,645,9,26.7,-85.44424168,41.553395,16.5,155641713,4,5,1658,-1.152755233,-0.082638294,-0.617696763,2,2,71.66666667,1,20.33824034,56.18281292,16.35,-0.551657255
3063,NLA06608-0043,2,5.32,714,11,27.3,-85.44424168,41.553395,16.2,155641713,4,5,1658,-0.99936214,0.028126647,-0.485617747,2,2,64.90909091,1,20.33824034,56.18281292,16.35,-0.551657255
3064,NLA06608-0044,1,135.61,4108,601,24.575,-101.7024805,42.4048448,1.6,127739975,3,1,644,2.058780907,1.935165938,1.996973422,5,5,6.835274542,0.260333333,12.57280488,10.83322018,1.6,2.105351656
3065,NLA06608-0044,2,130.4,6741,523,24.06666667,-101.7024805,42.4048448,1.6,127739975,3,1,644,1.952518724,2.474941053,2.213729889,5,5,12.88910134,0.260333333,12.57280488,10.83322018,1.6,2.105351656
3066,NLA06608-0045,1,20.16,648,54,26.13333333,-77.88986113,37.29320486,2.1,61497495,4,1,2196,0.21686939,-0.077580949,0.06964422,3,3,12,0.000666667,13.48135908,8.058355316,2.1,0.283614512
3067,NLA06608-0045,2,21.12,430,60,26.76,-77.88986113,37.29320486,2.5,61497495,4,2,2196,0.297407185,-0.524536847,-0.113564831,3,3,7.166666667,0.000666667,13.48135908,8.058355316,2.1,0.283614512
3068,NLA06608-0048,1,54,773,111,29.675,-89.17572548,36.7872968,3,141196642,5,2,1037,0.767656352,0.114656943,0.441156647,4,4,6.963963964,0.109333333,14.72826693,10.62656404,3.05,0.459135054
3069,NLA06608-0048,2,22.69,1004,84,24.92,-89.17572548,36.7872968,3.1,141196642,3,2,1037,0.554607254,0.399619668,0.477113461,4,4,11.95238095,0.109333333,14.72826693,10.62656404,3.05,0.459135054
3070,NLA06608-0049,1,1.14,256,15,17.86666667,-117.1533553,45.06232667,3.7,127034359,1,2,619,-0.762279075,-1.089744595,-0.926011835,1,1,17.06666667,0.615666667,15.37373563,18.36673011,3.7,-0.926011835
3071,NLA06608-0050,1,3.95,303,16,20.94,-71.80868659,43.44601793,4.9,135993959,2,3,885,-0.712945697,-0.906043535,-0.809494616,1,1,18.9375,0.757666667,16.34617489,20.75358772,4.95,-0.711996334
3072,NLA06608-0050,2,10.08,399,18,23.1,-71.80868659,43.44601793,5,135993959,2,3,885,-0.622912102,-0.606084001,-0.614498052,2,2,22.16666667,0.757666667,16.34617489,20.75358772,4.95,-0.711996334
3073,NLA06608-0053,1,6.26,246,29,21.16666667,-73.43960723,43.55819295,5.3,90d6dc3e-90b9-4473-9c29-f274aa20c5ed,2,3,2649,-0.258350361,-1.133170895,-0.695760628,2,2,8.482758621,0.011,16.71838144,9.814765088,5.533333333,-0.663100601
3074,NLA06608-0053,2,5.01,275,19,21.4,-73.43960723,43.55819295,5.9,90d6dc3e-90b9-4473-9c29-f274aa20c5ed,2,3,2649,-0.581583007,-1.011717828,-0.796650417,2,2,14.47368421,0.011,16.71838144,9.814765088,5.533333333,-0.663100601
3075,NLA06608-0057,1,125.4,1756,218,24.86666667,-80.51686138,34.96189211,3.7,151028254,3,2,1464,1.28360088,1.008899783,1.146250332,5,5,8.055045872,0.007,14.88866991,7.55014828,3.2,0.970360408
3076,NLA06608-0057,2,70.8,939,212,27.398,-80.51686138,34.96189211,2.7,151028254,4,2,1464,1.262267345,0.326673625,0.794470485,4,4,4.429245283,0.007,14.88866991,7.55014828,3.2,0.970360408
3077,NLA06608-0061,1,3.5,481,19,25.93333333,-113.5793644,34.24558153,15.3,130180580,4,5,735,-0.581583007,-0.402383548,-0.491983278,2,2,25.31578947,0.844666667,20.07251316,28.09290892,15.1,-0.482419133
3078,NLA06608-0061,2,9.65,562,16,31.2,-113.5793644,34.24558153,14.9,130180580,5,5,735,-0.712945697,-0.232764278,-0.472854988,2,2,35.125,0.844666667,20.07251316,28.09290892,15.1,-0.482419133
3079,NLA06608-0062,1,2.18,2834,152,21.36,-99.74629427,47.32067994,2.7,145407340,2,2,1207,1.007946383,1.530560029,1.269253206,5,5,18.64473684,0.887666667,14.38232851,21.24878385,2.75,1.222052707
3080,NLA06608-0062,2,58.8,2813,120,19.02,-99.74629427,47.32067994,2.8,145407340,1,2,1207,0.827250315,1.522454103,1.174852209,5,5,23.44166667,0.887666667,14.38232851,21.24878385,2.75,1.222052707
3081,NLA06608-0064,2,13.79,3663,1331,15.875,-112.1680165,48.8940613,1.7,140724860,1,1,1022,2.666550014,1.810209805,2.238379909,5,5,2.752066116,0,14.72826693,3.094611093,3.05,2.084469547
3082,NLA06608-0065,1,0.57,71,2,24.13333333,-115.116608,48.96243381,17.1,60175108,3,5,2158,-2.302475087,-2.487482176,-2.394978631,1,1,35.5,0.055,20.60802702,14.85805236,17.725,-1.945548538
3083,NLA06608-0065,2,0.9,55,2,18.4,-115.116608,48.96243381,15.3,60175108,1,5,2158,-2.302475087,-2.765773282,-2.534124185,1,1,27.5,0.055,20.60802702,14.85805236,17.725,-1.945548538
3084,NLA06608-0066,1,1.75,665,7,23.6,-79.38081778,39.76851425,20.5,69931813,3,5,2303,-1.344860498,-0.049357665,-0.697109081,2,2,95,1,20.84010863,73.90780038,19,-0.766662514
3085,NLA06608-0066,2,6.6,574,6,22.5,-79.38081778,39.76851425,17.5,69931813,2,5,2303,-1.462693595,-0.209738296,-0.836215946,1,1,95.66666667,1,20.84010863,73.90780038,19,-0.766662514
3086,NLA06608-0068,1,0.95,168,2,14.33333333,-107.8853911,37.82447614,18.6,80675041,1,5,2495,-2.302475087,-1.548806588,-1.925640838,1,1,84,0.997,20.45536605,41.16862581,16.93333333,-1.843853906
3087,NLA06608-0068,2,0.46,131,2,13.4,-107.8853911,37.82447614,17.7,80675041,1,5,2495,-2.302475087,-1.819926404,-2.061200746,1,1,65.5,0.997,20.45536605,41.16862581,16.93333333,-1.843853906
3088,NLA06608-0069,1,7.41,420,39,31.13333333,-81.13759704,28.63735951,3.4,107815373,5,2,201,-0.031884162,-0.5501817,-0.291032931,3,3,10.76923077,0.715333333,14.99148069,17.1931442,3.3,-0.335156181
3089,NLA06608-0069,2,4.11,771,45,28.43333333,-81.13759704,28.63735951,3.6,107815373,5,2,201,0.077502417,0.11183348,0.094667949,3,3,17.13333333,0.715333333,14.99148069,17.1931442,3.3,-0.335156181
3090,NLA06608-0071,1,198.72,2441,415,30.44333333,-91.50916933,31.66683993,5.3,{18e7dcda-abeb-4d97-9de6-c77b981b5c5a},5,3,19,1.775710279,1.367864864,1.571787571,5,5,5.881927711,0,16.79231489,6.784596871,5.657142857,1.120825088
3091,NLA06608-0071,2,200.16,2268,390,30.83,-91.50916933,31.66683993,5.2,{18e7dcda-abeb-4d97-9de6-c77b981b5c5a},5,3,19,1.728216617,1.287750202,1.50798341,5,5,5.815384615,0,16.79231489,6.784596871,5.657142857,1.120825088
3092,NLA06608-0072,1,10.13,1724,174,27.46666667,-98.40515204,32.23766222,5.7,102501170,4,3,138,1.111274261,0.988855891,1.050065076,5,5,9.908045977,0.135,16.78809368,12.71962081,5.65,1.126612043
3093,NLA06608-0072,2,146.88,2265,176,29.63333333,-98.40515204,32.23766222,5.6,102501170,5,3,138,1.12001038,1.28630764,1.20315901,5,5,12.86931818,0.135,16.78809368,12.71962081,5.65,1.126612043
3094,NLA06608-0076,1,10.88,436,24,27.06666667,-94.49793062,39.41441295,9.2,107283787,4,4,188,-0.403007335,-0.509434676,-0.456221005,2,2,18.16666667,0.644,18.30626935,20.36270611,8.9,-0.146289532
3095,NLA06608-0076,2,28.8,710,32,28.46666667,-94.49793062,39.41441295,11.8,107283787,5,5,188,-0.183102567,0.022003845,-0.080549361,3,3,22.1875,0.644,18.30626935,20.36270611,8.9,-0.146289532
3096,NLA06608-0077,2,94.61,1630,151,22.68,-74.53388264,40.92704692,2.5,167740472,2,2,1718,1.002900806,0.927750767,0.965325786,5,5,10.79470199,0.200666667,13.7853037,11.54291614,2.3,0.519398451
3097,NLA06608-0078,1,10.02,4747,136,20.36333333,-100.2942095,48.17781123,1.1,143261242,1,1,1095,0.922925279,2.092733546,1.507829412,5,5,34.90441176,0.999666667,11.16549405,33.95209405,1.05,1.436449682
3098,NLA06608-0078,2,13.25,4294,108,16.83333333,-100.2942095,48.17781123,1,143261242,1,1,1095,0.74671252,1.983427382,1.365069951,5,5,39.75925926,0.999666667,11.16549405,33.95209405,1.05,1.436449682
3099,NLA06608-0079,1,2.35,97,4,16.5,-107.2317809,39.98585506,47.8,90436611,1,5,2637,-1.772631957,-2.147413229,-1.960022593,1,1,24.25,0.163,23.91788786,19.31832085,47.73333333,-1.243136878
3100,NLA06608-0079,2,1.4,108,7,17.6,-107.2317809,39.98585506,48.8,90436611,1,5,2637,-1.344860498,-2.030340634,-1.687600566,1,1,15.42857143,0.163,23.91788786,19.31832085,47.73333333,-1.243136878
3101,NLA06608-0080,1,58.46,956,100,28.4,-91.56105203,34.1200351,3,127755427,5,2,652,0.687883342,0.346228293,0.517055818,4,4,9.56,0.12,14.83605328,10.9724631,3.15,0.565185811
3102,NLA06608-0080,2,62.64,1047,113,29.02,-91.56105203,34.1200351,3.3,127755427,5,2,652,0.781306752,0.445324858,0.613315805,4,4,9.265486726,0.12,14.83605328,10.9724631,3.15,0.565185811
3103,NLA06608-0081,1,6.66,741,22,20.66666667,-122.1241675,48.22612028,8.5,129073249,1,4,689,-0.46951901,0.068579552,-0.200469729,3,3,33.68181818,0.967666667,18.05288774,31.72268395,8.25,-0.16238698
3104,NLA06608-0081,2,62.02,826,23,17.33333333,-122.1241675,48.22612028,8,129073249,1,4,689,-0.435539992,0.186931529,-0.124304231,3,3,35.91304348,0.967666667,18.05288774,31.72268395,8.25,-0.16238698
3105,NLA06608-0085,1,4.04,1581,417,22.73333333,-116.1414317,43.46045448,1.6,54083433,2,1,2077,1.779385296,0.894485686,1.336935491,5,5,3.791366906,0,14.10814237,4.114516592,2.533333333,1.208455789
3106,NLA06608-0085,2,45.2,1518,395,18.7,-116.1414317,43.46045448,2.4,54083433,1,2,2077,1.737954355,0.850167916,1.294061136,5,5,3.843037975,0,14.10814237,4.114516592,2.533333333,1.208455789
3107,NLA06608-0086,1,18.24,288,20,22.6,-122.4260347,45.61657075,14.2,149957014,2,5,1415,-0.542374308,-0.961378055,-0.751876181,2,2,14.4,0.452,20.07251316,20.18063677,15.1,-0.362410797
3108,NLA06608-0086,2,52.56,865,32,17.46666667,-122.4260347,45.61657075,16,149957014,1,5,1415,-0.183102567,0.237211742,0.027054587,3,3,27.03125,0.452,20.07251316,20.18063677,15.1,-0.362410797
3109,NLA06608-0089,1,11.36,333,35,25.1,-81.54174586,35.7733743,15,141327217,3,5,1046,-0.114602849,-0.803150581,-0.458876715,2,2,9.514285714,0.014333333,19.2861578,11.61058534,11.93333333,-0.447833178
3110,NLA06608-0089,2,31.2,478,32,27.36666667,-81.54174586,35.7733743,9.1,141327217,4,4,1046,-0.183102567,-0.409202273,-0.29615242,3,3,14.9375,0.014333333,19.2861578,11.61058534,11.93333333,-0.447833178
3111,NLA06608-0090,1,4.36,253,11,17.23333333,-109.6534609,42.93075473,7.8,29469224,1,4,1773,-0.99936214,-1.102591769,-1.050976954,1,1,23,0.775333333,17.6211801,22.87892167,7.25,-0.903279728
3112,NLA06608-0090,2,1.54,350,15,21.2,-109.6534609,42.93075473,6.7,29469224,2,4,1773,-0.762279075,-0.74888593,-0.755582502,2,2,23.33333333,0.775333333,17.6211801,22.87892167,7.25,-0.903279728
3113,NLA06608-0091,1,118.8,2021,170,27.4,-87.43213825,41.36944118,3.7,123167025,4,2,527,1.093496668,1.162083332,1.12779,5,5,11.88823529,0.365666667,15.37373563,14.49275892,3.7,1.168999415
3114,NLA06608-0091,2,131.4,2411,164,28.3,-87.43213825,41.36944118,3.7,123167025,5,2,527,1.066030166,1.354387496,1.210208831,5,5,14.70121951,0.365666667,15.37373563,14.49275892,3.7,1.168999415
3115,NLA06608-0099,1,4.6,601,6,23.86666667,-88.45255303,43.09951588,18.8,143249294,3,5,1089,-1.462693595,-0.159642482,-0.811168038,1,1,100.1666667,0.999666667,20.88811986,47.63869919,19.275,-0.683869696
3116,NLA06608-0099,2,2.66,623,11,25.1,-88.45255303,43.09951588,19.5,143249294,3,5,1089,-0.99936214,-0.120460434,-0.559911287,2,2,56.63636364,0.999666667,20.88811986,47.63869919,19.275,-0.683869696
3117,NLA06608-0101,1,0.7,63,2,20.23666667,-73.48227989,42.02167966,10.1,122945660,1,4,495,-2.302475087,-2.617769167,-2.460122127,1,1,31.5,0.820333333,18.7943775,25.4712711,10.3,-1.917705286
3118,NLA06608-0102,1,1.2,137,2,25.98,-70.72328312,44.50713663,36.3,106452771,4,5,175,-2.302475087,-1.771118729,-2.036796908,1,1,68.5,0.992,22.79906681,49.58965356,34.15,-1.613293843
